152	0 0 0 0 0 6 3 1 3 8
153	0 0 0 0 0 6 3 2 1 9
154	0 0 0 0 0 6 3 2 9 0
155	0 0 0 0 0 6 3 3 7 1
156	0 0 0 0 0 6 3 4 5 2
157	0 0 0 0 0 6 3 5 3 3
158	0 0 0 0 0 6 3 6 1 4
159	0 0 0 0 0 6 4 0 2 9
160	0 0 0 0 0 6 4 0 10 0
161	0 0 0 0 0 6 4 1 0 10
162	0 0 0 0 0 6 4 1 8 1
163	0 0 0 0 0 6 4 2 6 2
164	0 0 0 0 0 6 4 3 4 3
165	0 0 0 0 0 6 4 4 2 4
166	0 0 0 0 0 6 4 5 0 5
167	0 0 0 0 0 6 4 9 0 0
168	0 0 0 0 0 6 5 0 7 2
169	0 0 0 0 0 6 5 1 5 3
170	0 0 0 0 0 6 5 2 3 4
171	0 0 0 0 0 6 5 3 1 5
172	0 0 0 0 0 6 5 7 1 0
173	0 0 0 0 0 6 6 0 4 4
174	0 0 0 0 0 6 6 1 2 5
175	0 0 0 0 0 6 6 2 0 6
176	0 0 0 0 0 6 6 5 2 0
177	0 0 0 0 0 6 6 6 0 1
178	0 0 0 0 0 6 7 0 1 6
179	0 0 0 0 0 6 7 3 3 0
180	0 0 0 0 0 6 7 4 1 1
181	0 0 0 0 0 6 8 1 4 0
182	0 0 0 0 0 6 8 2 2 1
183	0 0 0 0 0 6 8 3 0 2
184	0 0 0 0 0 6 9 0 3 1
185	0 0 0 0 0 6 9 1 1 2
186	0 0 0 0 0 6 10 0 0 3
187	0 0 0 0 0 7 0 0 2 13
188	0 0 0 0 0 7 0 0 10 4
189	0 0 0 0 0 7 0 1 0 14
190	0 0 0 0 0 7 0 1 8 5
191	0 0 0 0 0 7 0 2 6 6
192	0 0 0 0 0 7 0 3 4 7
193	0 0 0 0 0 7 0 4 2 8
194	0 0 0 0 0 7 0 5 0 9
195	0 0 0 0 0 7 0 5 8 0
196	0 0 0 0 0 7 0 6 6 1
197	0 0 0 0 0 7 0 7 4 2
198	0 0 0 0 0 7 0 8 2 3
199	0 0 0 0 0 7 0 9 0 4
200	0 0 0 0 0 7 1 0 7 6
201	0 0 0 0 0 7 1 1 5 7
202	0 0 0 0 0 7 1 2 3 8
203	0 0 0 0 0 7 1 3 1 9
204	0 0 0 0 0 7 1 3 9 0
205	0 0 0 0 0 7 1 4 7 1
206	0 0 0 0 0 7 1 5 5 2
207	0 0 0 0 0 7 1 6 3 3
208	0 0 0 0 0 7 1 7 1 4
209	0 0 0 0 0 7 2 0 4 8
210	0 0 0 0 0 7 2 1 2 9
211	0 0 0 0 0 7 2 1 10 0
212	0 0 0 0 0 7 2 2 0 10
213	0 0 0 0 0 7 2 2 8 1
214	0 0 0 0 0 7 2 3 6 2
215	0 0 0 0 0 7 2 4 4 3
216	0 0 0 0 0 7 2 5 2 4
217	0 0 0 0 0 7 2 6 0 5
218	0 0 0 0 0 7 2 10 0 0
219	0 0 0 0 0 7 3 0 1 10
220	0 0 0 0 0 7 3 0 9 1
221	0 0 0 0 0 7 3 1 7 2
222	0 0 0 0 0 7 3 2 5 3
223	0 0 0 0 0 7 3 3 3 4
224	0 0 0 0 0 7 3 4 1 5
225	0 0 0 0 0 7 3 8 1 0
226	0 0 0 0 0 7 4 0 6 3
227	0 0 0 0 0 7 4 1 4 4
228	0 0 0 0 0 7 4 2 2 5
229	0 0 0 0 0 7 4 3 0 6
230	0 0 0 0 0 7 4 6 2 0
231	0 0 0 0 0 7 4 7 0 1
232	0 0 0 0 0 7 5 0 3 5
233	0 0 0 0 0 7 5 1 1 6
234	0 0 0 0 0 7 5 4 3 0
235	0 0 0 0 0 7 5 5 1 1
236	0 0 0 0 0 7 6 0 0 7
237	0 0 0 0 0 7 6 2 4 0
238	0 0 0 0 0 7 6 3 2 1
239	0 0 0 0 0 7 6 4 0 2
240	0 0 0 0 0 7 7 0 5 0
241	0 0 0 0 0 7 7 1 3 1
242	0 0 0 0 0 7 7 2 1 2
243	0 0 0 0 0 7 8 0 2 2
244	0 0 0 0 0 7 8 1 0 3
245	0 0 0 0 0 8 0 0 6 7
246	0 0 0 0 0 8 0 1 4 8
247	0 0 0 0 0 8 0 2 2 9
248	0 0 0 0 0 8 0 2 10 0
249	0 0 0 0 0 8 0 3 0 10
250	0 0 0 0 0 8 0 3 8 1
251	0 0 0 0 0 8 0 4 6 2
252	0 0 0 0 0 8 0 5 4 3
253	0 0 0 0 0 8 0 6 2 4
254	0 0 0 0 0 8 0 7 0 5
255	0 0 0 0 0 8 0 11 0 0
256	0 0 0 0 0 8 1 0 3 9
257	0 0 0 0 0 8 1 0 11 0
258	0 0 0 0 0 8 1 1 1 10
259	0 0 0 0 0 8 1 1 9 1
260	0 0 0 0 0 8 1 2 7 2
261	0 0 0 0 0 8 1 3 5 3
262	0 0 0 0 0 8 1 4 3 4
263	0 0 0 0 0 8 1 5 1 5
264	0 0 0 0 0 8 1 9 1 0
265	0 0 0 0 0 8 2 0 0 11
266	0 0 0 0 0 8 2 0 8 2
267	0 0 0 0 0 8 2 1 6 3
268	0 0 0 0 0 8 2 2 4 4
269	0 0 0 0 0 8 2 3 2 5
270	0 0 0 0 0 8 2 4 0 6
271	0 0 0 0 0 8 2 7 2 0
272	0 0 0 0 0 8 2 8 0 1
273	0 0 0 0 0 8 3 0 5 4
274	0 0 0 0 0 8 3 1 3 5
275	0 0 0 0 0 8 3 2 1 6
276	0 0 0 0 0 8 3 5 3 0
277	0 0 0 0 0 8 3 6 1 1
278	0 0 0 0 0 8 4 0 2 6
279	0 0 0 0 0 8 4 1 0 7
280	0 0 0 0 0 8 4 3 4 0
281	0 0 0 0 0 8 4 4 2 1
282	0 0 0 0 0 8 4 5 0 2
283	0 0 0 0 0 8 5 1 5 0
284	0 0 0 0 0 8 5 2 3 1
285	0 0 0 0 0 8 5 3 1 2
286	0 0 0 0 0 8 6 0 4 1
287	0 0 0 0 0 8 6 1 2 2
288	0 0 0 0 0 8 6 2 0 3
289	0 0 0 0 0 8 7 0 1 3
290	0 0 0 0 0 8 10 0 0 0
291	0 0 0 0 0 9 0 0 2 10
292	0 0 0 0 0 9 0 0 10 1
293	0 0 0 0 0 9 0 1 0 11
294	0 0 0 0 0 9 0 1 8 2
295	0 0 0 0 0 9 0 2 6 3
296	0 0 0 0 0 9 0 3 4 4
297	0 0 0 0 0 9 0 4 2 5
298	0 0 0 0 0 9 0 5 0 6
299	0 0 0 0 0 9 0 8 2 0
300	0 0 0 0 0 9 0 9 0 1
301	0 0 0 0 0 9 1 0 7 3
302	0 0 0 0 0 9 1 1 5 4
303	0 0 0 0 0 9 1 2 3 5
304	0 0 0 0 0 9 1 3 1 6
305	0 0 0 0 0 9 1 6 3 0
306	0 0 0 0 0 9 1 7 1 1
307	0 0 0 0 0 9 2 0 4 5
308	0 0 0 0 0 9 2 1 2 6
309	0 0 0 0 0 9 2 2 0 7
310	0 0 0 0 0 9 2 4 4 0
311	0 0 0 0 0 9 2 5 2 1
312	0 0 0 0 0 9 2 6 0 2
313	0 0 0 0 0 9 3 0 1 7
314	0 0 0 0 0 9 3 2 5 0
315	0 0 0 0 0 9 3 3 3 1
316	0 0 0 0 0 9 3 4 1 2
317	0 0 0 0 0 9 4 0 6 0
318	0 0 0 0 0 9 4 1 4 1
319	0 0 0 0 0 9 4 2 2 2
320	0 0 0 0 0 9 4 3 0 3
321	0 0 0 0 0 9 5 0 3 2
322	0 0 0 0 0 9 5 1 1 3
323	0 0 0 0 0 9 6 0 0 4
324	0 0 0 0 0 9 8 1 0 0
325	0 0 0 0 0 10 0 0 6 4
326	0 0 0 0 0 10 0 1 4 5
327	0 0 0 0 0 10 0 2 2 6
328	0 0 0 0 0 10 0 3 0 7
329	0 0 0 0 0 10 0 5 4 0
330	0 0 0 0 0 10 0 6 2 1
331	0 0 0 0 0 10 0 7 0 2
332	0 0 0 0 0 10 1 0 3 6
333	0 0 0 0 0 10 1 1 1 7
334	0 0 0 0 0 10 1 3 5 0
335	0 0 0 0 0 10 1 4 3 1
336	0 0 0 0 0 10 1 5 1 2
337	0 0 0 0 0 10 2 0 0 8
338	0 0 0 0 0 10 2 1 6 0
339	0 0 0 0 0 10 2 2 4 1
340	0 0 0 0 0 10 2 3 2 2
341	0 0 0 0 0 10 2 4 0 3
342	0 0 0 0 0 10 3 0 5 1
343	0 0 0 0 0 10 3 1 3 2
344	0 0 0 0 0 10 3 2 1 3
345	0 0 0 0 0 10 4 0 2 3
346	0 0 0 0 0 10 4 1 0 4
347	0 0 0 0 0 10 6 2 0 0
348	0 0 0 0 0 10 7 0 1 0
349	0 0 0 0 0 11 0 0 2 7
350	0 0 0 0 0 11 0 1 0 8
351	0 0 0 0 0 11 0 2 6 0
352	0 0 0 0 0 11 0 3 4 1
353	0 0 0 0 0 11 0 4 2 2
354	0 0 0 0 0 11 0 5 0 3
355	0 0 0 0 0 11 1 0 7 0
356	0 0 0 0 0 11 1 1 5 1
357	0 0 0 0 0 11 1 2 3 2
358	0 0 0 0 0 11 1 3 1 3
359	0 0 0 0 0 11 2 0 4 2
360	0 0 0 0 0 11 2 1 2 3
361	0 0 0 0 0 11 2 2 0 4
362	0 0 0 0 0 11 3 0 1 4
363	0 0 0 0 0 11 4 3 0 0
364	0 0 0 0 0 11 5 1 1 0
365	0 0 0 0 0 11 6 0 0 1
366	0 0 0 0 0 12 0 0 6 1
367	0 0 0 0 0 12 0 1 4 2
368	0 0 0 0 0 12 0 2 2 3
369	0 0 0 0 0 12 0 3 0 4
370	0 0 0 0 0 12 1 0 3 3
371	0 0 0 0 0 12 1 1 1 4
372	0 0 0 0 0 12 2 0 0 5
373	0 0 0 0 0 12 2 4 0 0
374	0 0 0 0 0 12 3 2 1 0
375	0 0 0 0 0 12 4 0 2 0
376	0 0 0 0 0 12 4 1 0 1
377	0 0 0 0 0 13 0 0 2 4
378	0 0 0 0 0 13 0 1 0 5
379	0 0 0 0 0 13 0 5 0 0
380	0 0 0 0 0 13 1 3 1 0
381	0 0 0 0 0 13 2 1 2 0
382	0 0 0 0 0 13 2 2 0 1
383	0 0 0 0 0 13 3 0 1 1
384	0 0 0 0 0 14 0 2 2 0
385	0 0 0 0 0 14 0 3 0 1
386	0 0 0 0 0 14 1 0 3 0
387	0 0 0 0 0 14 1 1 1 1
388	0 0 0 0 0 14 2 0 0 2
389	0 0 0 0 0 15 0 0 2 1
390	0 0 0 0 0 15 0 1 0 2
391	0 0 0 0 1 0 0 0 0 10
392	0 0 0 0 1 0 0 0 8 1
393	0 0 0 0 1 0 0 1 6 2
394	0 0 0 0 1 0 0 2 4 3
395	0 0 0 0 1 0 0 3 2 4
396	0 0 0 0 1 0 0 4 0 5
397	0 0 0 0 1 0 0 8 0 0
398	0 0 0 0 1 0 1 0 5 3
399	0 0 0 0 1 0 1 1 3 4
400	0 0 0 0 1 0 1 2 1 5
401	0 0 0 0 1 0 1 6 1 0
402	0 0 0 0 1 0 2 0 2 5
403	0 0 0 0 1 0 2 1 0 6
404	0 0 0 0 1 0 2 4 2 0
405	0 0 0 0 1 0 2 5 0 1
406	0 0 0 0 1 0 3 2 3 0
407	0 0 0 0 1 0 3 3 1 1
408	0 0 0 0 1 0 4 0 4 0
409	0 0 0 0 1 0 4 1 2 1
410	0 0 0 0 1 0 4 2 0 2
411	0 0 0 0 1 0 5 0 1 2
412	0 0 0 0 1 1 0 0 4 4
413	0 0 0 0 1 1 0 1 2 5
414	0 0 0 0 1 1 0 2 0 6
415	0 0 0 0 1 1 0 5 2 0
416	0 0 0 0 1 1 0 6 0 1
417	0 0 0 0 1 1 1 0 1 6
418	0 0 0 0 1 1 1 3 3 0
419	0 0 0 0 1 1 1 4 1 1
420	0 0 0 0 1 1 2 1 4 0
421	0 0 0 0 1 1 2 2 2 1
422	0 0 0 0 1 1 2 3 0 2
423	0 0 0 0 1 1 3 0 3 1
424	0 0 0 0 1 1 3 1 1 2
425	0 0 0 0 1 1 4 0 0 3
426	0 0 0 0 1 2 0 0 0 7
427	0 0 0 0 1 2 0 2 4 0
428	0 0 0 0 1 2 0 3 2 1
429	0 0 0 0 1 2 0 4 0 2
430	0 0 0 0 1 2 1 0 5 0
431	0 0 0 0 1 2 1 1 3 1
432	0 0 0 0 1 2 1 2 1 2
433	0 0 0 0 1 2 2 0 2 2
434	0 0 0 0 1 2 2 1 0 3
435	0 0 0 0 1 3 0 0 4 1
436	0 0 0 0 1 3 0 1 2 2
437	0 0 0 0 1 3 0 2 0 3
438	0 0 0 0 1 3 1 0 1 3
439	0 0 0 0 1 3 4 0 0 0
440	0 0 0 0 1 4 0 0 0 4
441	0 0 0 0 1 4 2 1 0 0
442	0 0 0 0 1 5 0 2 0 0
443	0 0 0 0 1 5 1 0 1 0
444	0 0 0 0 1 6 0 0 0 1
445	0 0 0 1 0 0 0 0 6 3
446	0 0 0 1 0 0 0 1 4 4
447	0 0 0 1 0 0 0 2 2 5
448	0 0 0 1 0 0 0 3 0 6
449	0 0 0 1 0 0 0 6 2 0
450	0 0 0 1 0 0 0 7 0 1
451	0 0 0 1 0 0 1 0 3 5
452	0 0 0 1 0 0 1 1 1 6
453	0 0 0 1 0 0 1 4 3 0
454	0 0 0 1 0 0 1 5 1 1
455	0 0 0 1 0 0 2 0 0 7
456	0 0 0 1 0 0 2 2 4 0
457	0 0 0 1 0 0 2 3 2 1
458	0 0 0 1 0 0 2 4 0 2
459	0 0 0 1 0 0 3 0 5 0
460	0 0 0 1 0 0 3 1 3 1
461	0 0 0 1 0 0 3 2 1 2
462	0 0 0 1 0 0 4 0 2 2
463	0 0 0 1 0 0 4 1 0 3
464	0 0 0 1 0 1 0 0 2 6
465	0 0 0 1 0 1 0 1 0 7
466	0 0 0 1 0 1 0 3 4 0
467	0 0 0 1 0 1 0 4 2 1
468	0 0 0 1 0 1 0 5 0 2
469	0 0 0 1 0 1 1 1 5 0
470	0 0 0 1 0 1 1 2 3 1
471	0 0 0 1 0 1 1 3 1 2
472	0 0 0 1 0 1 2 0 4 1
473	0 0 0 1 0 1 2 1 2 2
474	0 0 0 1 0 1 2 2 0 3
475	0 0 0 1 0 1 3 0 1 3
476	0 0 0 1 0 1 6 0 0 0
477	0 0 0 1 0 2 0 0 6 0
478	0 0 0 1 0 2 0 1 4 1
479	0 0 0 1 0 2 0 2 2 2
480	0 0 0 1 0 2 0 3 0 3
481	0 0 0 1 0 2 1 0 3 2
482	0 0 0 1 0 2 1 1 1 3
483	0 0 0 1 0 2 2 0 0 4
484	0 0 0 1 0 2 4 1 0 0
485	0 0 0 1 0 3 0 0 2 3
486	0 0 0 1 0 3 0 1 0 4
487	0 0 0 1 0 3 2 2 0 0
488	0 0 0 1 0 3 3 0 1 0
489	0 0 0 1 0 4 0 3 0 0
490	0 0 0 1 0 4 1 1 1 0
491	0 0 0 1 0 4 2 0 0 1
492	0 0 0 1 0 5 0 0 2 0
493	0 0 0 1 0 5 0 1 0 1
494	0 0 1 0 0 0 0 0 2 0
495	0 0 1 0 0 0 0 1 0 1
496	0 1 0 0 0 0 0 1 0 0;
